,company_name,job_title,involvement,workplace_type,industry,employee_count,followers_count,link,posted_date,country,state,city,level,applicants,skills,job_class
483,Agoda,Cyber Security Incident Response Specialist,Full-time,Hybrid,Computer Software,7500,421357,https://www.linkedin.com/jobs/view/3422409823/?eBP=CwEAAAGF0wGinbJcw-c4cwuF-b2MzCT1AJGvtGyLFgAQbGpEFfG48cavlbIFgTtmq9E2_k1hPdNIBdJ-_8Yxe1dCo8DR0Pb1zjd1Bs2c-WiqiWqLgFMVzjq3UUYxZ0bOCjlYb3VgHjlaYRAH61hOcwUEdoz7rhNayVL5h6ZoIC_7TrmnOe2X8W4B6NuvQotHi91E1vfFtZXGqadC840Dnwo3Xn16aAwtp3cThnRQlDG2VWHMfSVtF3ISRisbYduNg1lfNLuoqI1ufwqn5BWklu79mPSSM-XRTQDmA7tPw-trW8Y9zNhnVe_5X8hgClfZwD3Tu5Oti62dTGU982IyQhGafUGP8qQ&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=SZ1K4HfYgYH6a9ZSTr5wMA%3D%3D&trackingId=hbR5RyeTkJratLwvLozymQ%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Uttar Pradesh,Lucknow,Mid-Senior level,6.0,"support, medium, framework, collaboration, security",Class 1
484,JD Finish Line,Store Management - Auburn Mall,Full-time,On-site,Retail,10001,55982,https://www.linkedin.com/jobs/view/3426370242/?eBP=CwEAAAGF0wGinUpj9TmqI0eCzAg_o8mpRNG0mHInS2c0h_fMuYaLLGH__CfKhXZpnnPDPsYLOCK9HSmQzOKd-eX1osLyn-b4zipY5xDgZEA_X3GB3Nt5s9h1ng3-dtcrs9DeUwT_jvrbQUqiwtZGwJzlNFRPygN07bXRNliycabC6pnF5wHe_x5ByHeO900VdR7kRrrRN02zt6pT4kvZC5EK_fy77aqN4YrKuVuqNNzy3r4YBGlHbhQ2NFqwB1u8J1Y9Ls4_M5KaSBSK1jcJJbBD7rlKUQ5mBrshpnQoJkHTPvXp1VW-ZjefPbpbz3oQ84EA8wlW2Y5wxlasUor-4UkkkPejT5E&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=SZ1K4HfYgYH6a9ZSTr5wMA%3D%3D&trackingId=%2BJO8gVtsPjXMEXLB8NYpiQ%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Uttar Pradesh,Malihabad,Mid-Senior level,10.0,"support, business, collaboration, performance metric, security",Class 1
485,Genpact,PD- Reinsurance-INS016793,Full-time,On-site,Information Technology & Services,10001,2433788,https://www.linkedin.com/jobs/view/3422829619/?eBP=CwEAAAGF0wGinfHCfycP6r3ZHahKhYaFK75QS16-hQsS9xrKfrBpXhccG2E2ke7nsQr5K9ooxNwxyuU09BKZuT5_aaz-YhEgwKTBhOXPN3JKKZdWFYa60xyDQRjnYFHeENGIPnwlNvV_u_K989t0NiSje05HgAM9-FwurFZNTrgwJAVZP61Zq4jDA7QtxO7t5DowigMxLdj6wPA7XGcklwwYdn0b_MrxoZlcCM8jgKa9sjg_Te_6eDqK6HgklYNVfZlkccc3-Y0RERwwwkwKafRDchhdnW6svtHC-77HJpdBs3-gW9VuvrhDU8_fqvrb9GQlshRLwwhPIwuRegom4urZ-0cEICA&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=SZ1K4HfYgYH6a9ZSTr5wMA%3D%3D&trackingId=k6ZZgv21Cr05EgqJ0K%2B5Pw%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Haryana,Gurugram,Entry level,36.0,"support, accounting, workflow, twitter, schedule, react, certificate, business",Class 4
486,IBM,Azure Data Engineer,Full-time,On-site,Information Technology & Services,10001,14946419,https://www.linkedin.com/jobs/view/3427068527/?eBP=CwEAAAGF0wGinf5xL6eiIf_ankP7fA-KQ2a0YAfWbN4ErkcWBYXrUpvGpIfTFlmS5ebxm_JcVX4HS8jXL5Rt6yKRA1mvJoNwdFNo9mVLqmTmsYFhfoqXDX7JEEZPeot5SdyZGLVVhiWBhs1WcZP7daVdHSExN-nCYzOZEOiFUBbTz5MAzA2uKNRvjbwJXF55OOyO92ekUdZXpKl_p2eq42D4hmx_N_ZVpYFnrrIwd5ugwhA4NI3e4ekm43o1u8ZqSwIL-bdi40lD2EgsW-pO86ivjwLhz5WXUnJreAf23Da_ST-W3T8Q6o68g0UQXMQo1gIU9jfMVd9gDaIIAnup1JL2YOkd77np_UJYLSJSQH7cPmIYfWeq9NG5ctjb5GPRG4F0&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=SZ1K4HfYgYH6a9ZSTr5wMA%3D%3D&trackingId=fltTtjrMHUTjtrzq8ETrUg%3D%3D&trk=flagship3_search_srp_jobs,1 week ago,India,Maharashtra,Mumbai,Full-time,34.0,"batch processing, support, workflow, software, design, component, data warehouse, documentation, collaboration, blockchain, artificial intelligence, serverless, ai, azure, engineering, data integration, analytics, business",Class 2
487,Signum Hotels and Resorts,Technical Recruiter,Full-time,On-site,Hospitality,350,1801,https://www.linkedin.com/jobs/view/3425700507/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=SZ1K4HfYgYH6a9ZSTr5wMA%3D%3D&trackingId=X2GUAmNK3RpBcwuqDHg6dw%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Haryana,Faridabad,Mid-Senior level,23.0,"specification, software, medium",Class 1
488,Mastercard,BizOps Engineer II,Full-time,Hybrid,Information Technology & Services,10001,1174255,https://www.linkedin.com/jobs/view/3420954655/?eBP=CwEAAAGF0wGind6cSpTI0amVS_qXGga43qLMKlbv2S397rM0qYAeifYZK2VvBt6oLZzeGq_M1GwLiLUoOVcesT5zP1dKRrEBbukxwFeuJtLty7mVXlwhWlCXnb7eSzQs0ak0Sr1vf_pieli4zqz2ALWQ5G7Cwsr8kaUEIoyVhtcRxRrvwWwQuQ5l2_PE4bqlY8Me6hC142WoTW5upn248ay7vWEeA6MxgPADC92rhumMsrcvffuazQwxYhaXu3T1KPPNP9lc--uvGQw01hwp7fq1U0vt8OcTTfDUT9-0iIphgH5FvL1Jz9fPSEBPlLAmTj6ukBqvIdm3-gGsgE4O6SCn_1I4TA2cin6fuiW2lVYhQqzVUzRO55cQiwuDAyErKDJZ&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=SZ1K4HfYgYH6a9ZSTr5wMA%3D%3D&trackingId=LDNklWimy3J0Uns4T2wdYw%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Maharashtra,Pune,Entry level,29.0,"release, java, algorithm, security, design, deployment, play, ruby, software, business, support, devops, monitoring, data structure, performance monitoring, perl, python, interaction, computer science",Class 1
489,Western Union,Senior Associate,Full-time,Hybrid,Financial Services,7500,247914,https://www.linkedin.com/jobs/view/3425529635/?eBP=CwEAAAGF0wGinWJGgavX1JkrsqGi_hRcskvaMAvgYU4dmMJJ69gew1NRJAJwrAdpwc7ES_g-42mRtLOTqF3wIqgX-XJ0ILmzp_NLmaH0m8ebcVr6nx_iFTpP-hJRG6RbA78gBvsIxEjghaksrZw8ysQHP7jza6cmmF7CW2GaMfNPaErzS-vw0t0IPGAshGET3Ja0UjvYN4vozFCQu5Na2_JgkmKvkYF79zr3Ps8WPvhk7mceN9g3ExTDuxiwXWXpCjNWv9bDbvDj8HX5QRo_TItJ09y6DtZYakIri4RpdOoUXiHWG3vTnVXGm42p2Q29eM2i3yZPzWVVkdioRS91kaAfmpAB&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=SZ1K4HfYgYH6a9ZSTr5wMA%3D%3D&trackingId=QfVRLe1DmC%2B9BEhmfrLEBg%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Maharashtra,Pune,Entry level,62.0,"java, release, scalability, karma, angular, git, bootstrap, front end, component, design, continuous integration, jasmine, engineering, business, library, angularjs, javascript, react, typescript, testing, rest api",Class 1
490,Boeing,Experienced Customer Relations Specialist,Full-time,On-site,Aviation & Aerospace,10001,2910935,https://www.linkedin.com/jobs/view/3428017348/?eBP=CwEAAAGF0wGindEyrEUo6ZI9R3mcPKonXcj8loLV-WJ2DwBJXeiRNUFXHTorHa1beS3QNVHKtXjlbrgDgYRGmDXlcCsXKABksSVthTGeq-gSvCL8rUYPHy-PiLKO0lI-qjSccRfEouCGpZsQtMEbgCj1_gyTaXbS5mp1pm4yELFMx0OTO6NScGxiy0vyjsi6iHFwWecYZpz1COGAM-pVyI9y_rhMn7FA7f_bmVq6oGgqQiiyWu5r4Jpa8HTtEQluQZLVxGyiahJD-bWUMSoL5AlA7d1zYYbAdtqy3AkjLPgP6x5NmXAA2hHne2Z9KabQW50sm5M_2IQEc50mtsMW-C-VetI5PC6GUuFw6EFEf474ExydDKDAuKBiyhFPW8fKLzIp&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=SZ1K4HfYgYH6a9ZSTr5wMA%3D%3D&trackingId=mrD%2BouEIMu3wPhtj99lmcg%3D%3D&trk=flagship3_search_srp_jobs,1 week ago,India,Delhi,Delhi,Full-time,200.0,"support, security, play, engineering, ai, ml, collaboration, business",Class 4
491,Nokia,NPO Engineer,Full-time,On-site,Telecommunications,10001,1474350,https://www.linkedin.com/jobs/view/3426596641/?eBP=CwEAAAGF0wGinRvIlv21tf9n5N_A9ZhPLRznRb6wTMrkl46WyqOuYwowk0ABidQPJu-iUQJz1dkcsSUpxbnebMHRCN8LFQf28KsaNlQGKU09rpgRPKtPgqj3Q6CeLIwTi4sEvtdPRPu1wutkRhWC_BnPzAtC94ym9Jcbob9K3LIpfIFNfzVwXY2xI3Pd6N4HUocWtT6WxL4ItBWR6IiOTQeImJCmY97BQE1EO32-crJROPTkCk9y8wNf4VgeHAT9efqTEczUMY0kE3BH-KmuOL2_JHjB9hzBeB0qF_ElThxqpkrCKMILH3ML9byfPUDzEfJmae_e0_WfMPwZ1_BcPlUbZ_afwFz0NQwAuycTG4rMbprgUDkdrPnscA_KvFNM3vFUwpM&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=SZ1K4HfYgYH6a9ZSTr5wMA%3D%3D&trackingId=xJjMRlcBf8BKyPtAPV%2FD7Q%3D%3D&trk=flagship3_search_srp_jobs,1 week ago,India,Uttar Pradesh,Noida,Full-time,68.0,"support, wireless, access network, network performance, design, power control, mobile, mobility management, mode, business",Class 1
492,TELUS International AI Data Solutions,Internet Safety Evaluator,Part-time,Remote,Information Technology & Services,10001,98219,https://www.linkedin.com/jobs/view/3428589841/?eBP=CwEAAAGF0wGinZBY1hz9xZU7O07Zuu-5qyg9V6vI5L-Knfktp6H_6liYy19V9po8RpomCBYI4AbUCZOXZRXJcVS_Ym-C-7kXQPy2Pw7F4J-AcLZAJjlwg0TXeW4FB9LBo4z27guvlreGakzsGh5y0CXitP4Shb7Q_EMgcIS5leEOeNRNFCmw2-2J5fGmqHlSYUPBSC8RYmkL2TWl1KU4gRxUas4_E39IiH5o01TocRsmVdQCqsFVL8sUBktadg2unPkUc-ChRXe60LNOadfbhtrRy6M1Zx-gKydh9KSAr4XC8-LfSVD6L2oggfpQEjmYypd8pEJwnY1RHWiW5TSq3qGvR4NrKJGUvHtJNdzLtCI3AcN8EYQcI5xmHa3vUjuFiJO2x7k&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=SZ1K4HfYgYH6a9ZSTr5wMA%3D%3D&trackingId=yUhT1kKzNWnICuxelDk9Xw%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Tamil Nadu ,Greater Madurai Area,Entry level,51.0,"schedule, material, data type, medium, machine learning, search engine, ai, software, business",Class 1
493,Britannia Industries Limited,Sales Executive,Full-time,On-site,Consumer Goods,3000,951140,https://www.linkedin.com/jobs/view/3427007579/?eBP=JOB_SEARCH_ORGANIC&refId=SZ1K4HfYgYH6a9ZSTr5wMA%3D%3D&trackingId=TKWYqpPAXRELbDTu1%2BQi%2BQ%3D%3D&trk=flagship3_search_srp_jobs,1 week ago,India,Uttar Pradesh,Firozabad,Mid-Senior level,200.0,"support, business",Class 1
494,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Class 4
495,Appen,Chatbot Specialist,Part-time,Remote,Information Technology & Services,750,894630,https://www.linkedin.com/jobs/view/3427016570/?eBP=CwEAAAGF0wGineTJrlZCHWo_EEM4C8hoazs8l7bbUfbj6r4PwkTCAvfb5lEmAQemJ-IXX7TS-0QJe2DbDC7kjMVRyQ4CweBh_KlDhkoGmREmCMYUIrxhwZiiSFtStZQaV-Lv1nU-WeBiaJzn18gbajViOoE_n8dWspY4I1A-Vb4ZQX1GDN_m9glAuSF_cL96fR2h7ATKJZ8heOLI02nFul9a5dtLQS6GDQgKrxrPI8va6OxaU4KM8NpoGMWh5dOPlATn9HtSOSjEm2g45NjcMxXtv5L-vw8pZRt6eMy37AnLvZvemDkmajPho6_OeQrUCQqlCMI91wiE47DegSSkq52VWrcEvaRKDMtQtA4Hd5czzdLbTX-3VTlpidfG3_VeG65aFyc&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=SZ1K4HfYgYH6a9ZSTr5wMA%3D%3D&trackingId=llefLLpg1wnDI9rf1oyD%2Bw%3D%3D&trk=flagship3_search_srp_jobs,1 week ago,India,Karnataka,Greater Bengaluru Area,Entry level,170.0,"comprehension, ai",Class 1
496,Commonwealth Bank,Disputes - Subject Matter Expert,Full-time,Hybrid,Financial Services,10001,451261,https://www.linkedin.com/jobs/view/3429024162/?eBP=CwEAAAGF0wGindQ5VyxQ34mkwd8wMHgolyeD2YnBeJ12Eu1omfXJbrnt5SUkUvXew-DZ9bw1E_0bv7TkgrQmjdfbzZurMsGPMuINN4zi1nyvao8wqWCXfnmoIU3ZuLb__y10XN3jYuuvGgKgjQqTffRtpFjIB9TCFrzNMUvpS7_bX9BKP7QygKVhXgRdDZmv2BQ7lEvBvBOINfVfqclM32dfwr45tBrOed5Nm3lnPsZJ26Y1s6Xj2Wd_toEi1ybT4KXKUK6pauV31nCLcb8waphQMusX6lvGcujA8cRmOycOp0McRDrGkaSbs0QGTT3sLuPxMpeaiavmUKNd4L1N6BraidgQdGBLaam_eLUfEmchFNwVeNyjE_G8KcvMCLup1GP2ywY&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=SZ1K4HfYgYH6a9ZSTr5wMA%3D%3D&trackingId=D8kTBxTUjKJRNbCYBzmaHg%3D%3D&trk=flagship3_search_srp_jobs,1 day ago,India,Karnataka,Bengaluru East,Mid-Senior level,60.0,"finance, support, play, advertising, collaboration, business",Class 1
497,Naturefit,Full Stack WordPress Developer,Full-time,On-site,Alternative Medicine,30,1217,https://www.linkedin.com/jobs/view/3444037677/?eBP=CwEAAAGF0wGinWy1ajRFRgJ9dx7WxrQptwyG0Uny0ovWzBvwWrALnSlqerlAaXqFjClKP7dpDt0VI6Y7S8vaw9H_vaRoIZ-Fw3sYPITivZRT5b0k2B_pcEW7MRvJo7MXh7MKAu2VAgOEhkpgnxzsYVhWeLZs3q-EjAZOf6i3djJGeqqqYk0yP6yxrf42k8br47PfLe0kI0NSM0y1522kKRpEAlwuguCE8CVIpOVMsJz2SVt2L0f_gpcV7S3zxVMw8nFaWkekNIv36lS-MaqGdUnSIILWAyGOwYSHuCoSxqq1TYbOoVG72Lt7FU9Wn3ngpzg7bivR2wtLquhI0HVsi3EyqiodzgqRBhFpiWtDOrxZltsvKG_Srdb7weqyMeBy8taEsP0&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=SZ1K4HfYgYH6a9ZSTr5wMA%3D%3D&trackingId=vIleuP3hWHCkC%2FmD14IdlQ%3D%3D&trk=flagship3_search_srp_jobs,3 hours ago,India,Maharashtra,Navi Mumbai,Entry level,7.0,"javascript, design, commerce, woocommerce, wordpress, debugging, chrome, mysql, jquery, git, security",Class 1
498,Accenture in India,Security Associate,Full-time,Not-given,Information Technology & Services,10001,1551786,https://www.linkedin.com/jobs/view/3418931785/?eBP=CwEAAAGF0wGina-uRU2mydi5k7b8kLQZ41kK_N9_VBo2KTa4cyd4PCcfJLlNB7tdledHok8xTiT6cX2GWR_fP-X8L3t2zpONav_7xq9HXEkb_M23b-yUZ8LRLwvU50ZkeMvkrd9bL4IX-ed2PvAGOdQ2izrH_snVFvRoUvRK0D7dLkDvyZFwN9RO5Snqdg9Qcmt0T4DuQcDwvbOdto93td5uIUl-rLwEaHbFmOx-Kv2BZ4UtbPzsQ7X0EfGffGVncYQbTCQjtDdSvtoUTzRnCiMBGi8Jfh9ARs7qpE66xr7QgHtN8pvRvRv4_IUNL7rN-LuAPumEZwKavOcg_nFyus_8LjEvE2VVzruyGNuQXTzo_CweeRE1rW77ceIMDt4sDQDXTNYQ4g&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=SZ1K4HfYgYH6a9ZSTr5wMA%3D%3D&trackingId=Hu8kfpLjvXpG7LX3yiFWvw%3D%3D&trk=flagship3_search_srp_jobs,20 hours ago,India,Telangana,Hyderabad,Entry level,200.0,"finance, support, security, box, monitoring, project management, play, business process, certificate, marketing, business",Class 1
499,Hewlett Packard Enterprise,Inside Sales,Full-time,On-site,Information Technology & Services,10001,3544942,https://www.linkedin.com/jobs/view/3444005579/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=SZ1K4HfYgYH6a9ZSTr5wMA%3D%3D&trackingId=LU61Vd%2BUJY4mefcdI6LNDg%3D%3D&trk=flagship3_search_srp_jobs,6 hours ago,India,Maharashtra,Mulshi,Full-time,18.0,"support, segmentation, medium, software, business",Class 4
500,Planet Retail,WordPress Development,Full-time,On-site,Information Technology & Services,30,211,https://www.linkedin.com/jobs/view/3430656920/?eBP=JOB_SEARCH_ORGANIC&refId=SZ1K4HfYgYH6a9ZSTr5wMA%3D%3D&trackingId=8S8zVjtTjHw%2FEO06yyOqJw%3D%3D&trk=flagship3_search_srp_jobs,1 week ago,India,Uttar Pradesh,Noida,Internship,4.0,"front end, server, monitoring, domain knowledge, wordpress, search engine, database, software, certificate",Class 1
501,IBM,Application Consultant,Full-time,On-site,Information Technology & Services,10001,14946429,https://www.linkedin.com/jobs/view/3444033718/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=SZ1K4HfYgYH6a9ZSTr5wMA%3D%3D&trackingId=EMoUhrRGWnhPXpcgD6GKHA%3D%3D&trk=flagship3_search_srp_jobs,1 day ago,India,Haryana,Gurgaon,Full-time,1.0,"web service, java, amazon elasticsearch service, aws codepipeline, ai, security, terraform, spring, design, documentation, artificial intelligence, ansible, engineering, collaboration, business, support, devops, monitoring, blockchain, access control, docker, python",Class 2
502,Uplers,Web Developer Shopify- WFH,Full-time,Remote,Information Technology & Services,3000,747291,https://www.linkedin.com/jobs/view/3447715693/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=SZ1K4HfYgYH6a9ZSTr5wMA%3D%3D&trackingId=3uOE6S401sC03ffFH64HfA%3D%3D&trk=flagship3_search_srp_jobs,4 hours ago,India,Telangana,Hyderabad,Full-time,91.0,"support, testing, web service, shopify, javascript, design, linux, server, gulp, react, laravel, bitbucket, graphql, framework, scripting language, azure, npm, git",Class 1
503,IBM,Campaign Specialist SFMC,Full-time,On-site,Information Technology & Services,10001,14946432,https://www.linkedin.com/jobs/view/3444035513/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=SZ1K4HfYgYH6a9ZSTr5wMA%3D%3D&trackingId=LQ3Lr2qiF962DVgT2usUNQ%3D%3D&trk=flagship3_search_srp_jobs,1 day ago,India,Maharashtra,Pune,Full-time,3.0,"support, data model, javascript, design, documentation, blockchain, collaboration, deployment, amp, artificial intelligence, ai, marketing automation, database, marketing, business",Class 2
504,Bajaj Finserv,Executive - Debt Management Services - Consume,Full-time,On-site,Financial Services,10001,912895,https://www.linkedin.com/jobs/view/3427911277/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=SZ1K4HfYgYH6a9ZSTr5wMA%3D%3D&trackingId=1Kviy7s6UXkIDcoSe538Og%3D%3D&trk=flagship3_search_srp_jobs,1 week ago,India,Tripura,Agartala,Full-time,29.0,"support, segment, monitoring",Class 1
505,PwC,Intern/ Trainee,Full-time,On-site,Accounting,10001,4891824,https://www.linkedin.com/jobs/view/3427162182/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=SZ1K4HfYgYH6a9ZSTr5wMA%3D%3D&trackingId=EdGoRS5xpVBn1A%2FANhha1g%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Maharashtra,Mumbai,Internship,200.0,"finance, support, material, database, business",Class 4
506,ADSOMIA INDIA PVT LTD,Customer service excutive,Full-time,On-site,Marketing & Advertising,30,240,https://www.linkedin.com/jobs/view/3426373826/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=SZ1K4HfYgYH6a9ZSTr5wMA%3D%3D&trackingId=cpUYA15UfREz5A9kXR%2FewQ%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Delhi,Delhi,Executive,51.0,interaction,Class 1
507,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Class 4
508,Agoda,Cyber Security Incident Response Specialist,Full-time,Hybrid,Computer Software,7500,421357,https://www.linkedin.com/jobs/view/3422410836/?eBP=CwEAAAGF0wLSppdBY875BKMVoo0uoQl_sCy_NuHlbP0-btPzFSI-s4v2LQa3FPDaNtI6Uud-V2BrHUstTwWoVQ9rmZZy_aQ2kP69mu_QMqE2ZqgIyMxOv6X-2dUCUn83thM1ZKiwb2T19jGBnCTYeZOVZkQo_ZvVyLtmcPzbWP-t6N3Vsi3LLv7rz7P280i-8y-wYA_6CZwkoEL687hiEbL-CzSV6h0YHF7yxZl_lKwKNX4qVrc4Ppr3Pfve9yTSMcpSCTxSvKKq0kUdmFEHsZKk9kasoZITVbYnWthLQM-3Y7gENWBGIyMoOxAhWNi7XLIF1YYg-LTu35t05vrKhufFtblxCe0&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=REDVnzeCHkMWy192tELwxQ%3D%3D&trackingId=qqYG6FlLoSgOmmiT3wvfxQ%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Uttar Pradesh,Lucknow,Mid-Senior level,10.0,"support, medium, framework, collaboration, security",Class 1
509,JD Finish Line,JD - Store Management - Cumberland Mall,Full-time,On-site,Retail,10001,55982,https://www.linkedin.com/jobs/view/3430673575/?eBP=CwEAAAGF0wLSpkllybIDajGv0gLyzu5qdQXN_Ndjf0ONv0bMxHjNnkb9-6zqNaublFjG_n_SPi86WB4P5cK-O2fZn5TwhJW7K7z3fW4eddoVZXvuaiCPK1b8crVJq4BytXbrwS1FgOW-nPz81yXfjZbQ8U1xfVDOVSCyOIUwDOPDGWXVCgL8Z5CishHpLPMTUbPOnBUUyIbe_tUTvE_8sIK5PjJhhCcLx4Odgx6an9YgGbwkNk0c3KYB9pM2ZM6CvuzXTgi1uogP_KuSaHq7h1ywjwZJFSngmO3U-HLYzwvo0UUCpySVV7WVDdJDBhumq2Zp1N5rac-Xu8dz0T9gSZ4NuGGRACk&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=REDVnzeCHkMWy192tELwxQ%3D%3D&trackingId=9Jb32S4DvKUX0H6kWTWdsQ%3D%3D&trk=flagship3_search_srp_jobs,1 week ago,India,Uttar Pradesh,Malihabad,Mid-Senior level,9.0,"support, business, collaboration, performance metric, security",Class 1
510,Accenture in India,Industry X - Aero Engineering - Stress Analysis - 10,Full-time,Not-given,Information Technology & Services,10001,1551788,https://www.linkedin.com/jobs/view/3432830673/?eBP=CwEAAAGF0wLSpv8GE5VGeojcoN7GTg0W0fpiBdTMQGII72Hn6mZXPAamDxS7Ex5_CcBPGzTj4m0HBoIkrNfCLvf2Txwo9vijiPRnmfiChYdZ7tTSPc2r0ts5pn6j4I8TQXvCDNR6Yh5GIudVuDek5D1QY3B-YO_DfaqlWl3h29A78-BdmR6svsSOr_XQ64k2zAm2KSAZDDltnReK_-y8wYir9k4q0iR3SBQ5zI07pQFcsqE5LQx4aCeqYw2DMvM-XK6o1eEgR7PlxGvarOS_QINCF6srpRaBFEY0FpMKrQnFw1XbF0-aw1I3FMuCXuGcKeLwKEjme-ZEQe2yeBJKcqr-BTbXJl2CrUBFVXCOI_RVe1n6JH21eA7wFrpS7WY_DMhX&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=REDVnzeCHkMWy192tELwxQ%3D%3D&trackingId=U3NyRWgVkKLO0QqUB4CfDA%3D%3D&trk=flagship3_search_srp_jobs,1 week ago,India,Karnataka,Bengaluru,Mid-Senior level,17.0,"support, durability, material, component, design, engineering drawing, shell, aerospace engineering, engineering, security",Class 1
511,WTW,Pension Fund Accounting - Finalisation of Accounts,Full-time,Hybrid,Financial Services,10001,750240,https://www.linkedin.com/jobs/view/3423604468/?eBP=CwEAAAGF0wLSp2P8CfMFPXr9WHogDJ2KT-uJf8wqwrqlZzil-VFL3hE4MP6ivzEUoLWdIa18Ftz8RHqnd7o497jxZa8N6d12IlKPi034YM-rkA9PpH4xTFPYGHzvEjiBPauB8tOrBQJAiRju3jotbcm6mMPrvLUXduOB-k_otBaCGrCBBb6QhK3sQ0EUaQsJD3dgo7QLTanaG3DHhUGlohAUJ5pZnHm-753kjCctJtbRE6Pm0KeTN1Js9gXGzDAgxdzlez59iIekyqZ7mYqyf0ewYBw8QoQhfpozCjUG0khopdBbdoMSUwr7jzuW1yR7j-XK4GfGqJDq2xh59qIQJwDsWb5KgYDKvGhXGdap7ybz5HcO18XEgQl75ST8XRCY6sDO&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=REDVnzeCHkMWy192tELwxQ%3D%3D&trackingId=OngDoNhj%2FKRtr0JD9vs%2BTQ%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Maharashtra,Thane,Mid-Senior level,141.0,"database, accounting, schedule, collaboration",Class 1
512,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Class 4
513,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Class 4
