,company_name,job_title,involvement,workplace_type,industry,employee_count,followers_count,link,posted_date,country,state,city,level,applicants,skills,job_class
31,Sri Sharada Institute of Indian Management-Research,Jr. Research Scholar,Full-time,On-site,,Not-given,Not-given,https://www.linkedin.com/jobs/view/3428663821/?eBP=CwEAAAGF0usxpfwpmXZhi3J9QyYePv8AwS_ke1Q49A8i-_JQewaeAj1pIeic40SUVFfF10ivzZtYjwT_RvoVYQjvDml9bx1t9TSAMQJSgiAQX4Cg7OuAD2K6fPB4F-WyM5e7lwCwkQPzf98xTmgRjT6GGacKBOBVrAyk-EbGQjGzPX5Z-uHISQCsVXjkCMXrO_xUroTMq0zbSonR2dv_a2lTX5WFs7hXkT1llaH-tIY6oFDbc09vMpNrZjV5cLF2zPiZKoPAfE6PzfZLQbSk4OUcdD_ykPFb35syiDLLfOgkNzkBrYv6UtI0mL54QvqJlCudZ9DoEbnfPELsiQS7vYyGWDDT4rtes99rhq4-1at44BXE-mQe4AieNVuwC7iRSLeHSRufLt_oIRBh6VzUrKNn0QLC0hxaGc3yMg&refId=Tok7bnb3HhRovsMT08u%2BKw%3D%3D&trackingId=jJ88EzEHIPpjVk3HL67Qlg%3D%3D&trk=flagship3_search_srp_jobs,2 days ago,India,Delhi,Vasant Vihar,Full-time,89.0,finance,Class 4
32,AKS ProTalent,Human Resources Analyst,Full-time,Remote,Higher Education,30,325609,https://www.linkedin.com/jobs/view/3444061350/?eBP=CwEAAAGF0usxpTl_nvmd9eulHg_qyzYJ4u-CVvHQpQqGFjqHCBNzqgLY7T1a9sCpyhDSC47hMCKwoN5UvyGH3s-jDcMVbSWhjaD7GBnHwYIxhY6Qkt2hpSLtDhv_epGRMpu9rH6FlJsYVIVosdYUYuIC6Nya21XS-5ubTes5U1K-HMnlrUvoYb75aIk1uO7zUSABaiHa1UkKlAc2uesor8mEm5TH6BKNqJ0qBK8psrnOzPNhIRYptV3rb6mKMvzpRS656VJz9EvRGfdqhfaCtDT17bJ-Jfua4QCF7nMibfWenn8J7an5CFl9eQR6RLcSfAHDr8GZmr0iP4hl-T5Z6gWui-d8VEE4xc5a5j6aBfIkIssDWGe8EsUyNxIDhpdRctJmGFBPxNHb&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=Tok7bnb3HhRovsMT08u%2BKw%3D%3D&trackingId=N5Smi5IZHIlDTU%2FXCoISeA%3D%3D&trk=flagship3_search_srp_jobs,1 hour ago,India,any,any,Associate,55.0,"business administration, business",Class 1
33,Citi,C05- CASH AND TRADE,Full-time,On-site,Financial Services,10001,3963291,https://www.linkedin.com/jobs/view/3443470528/?eBP=CwEAAAGF0usxpckqvYrq9BdelYbnR-EL28VAZg0RhR68OIO1xEp0QC4BRn9zPer1gHEQdteF7PqHlaup9B13xuc4ZyEY4D6D3snSoAq7DgOtkMXv1E26XD_TtKvgl2_tV1eFlmy65roNFqUDHdyUJZh318BFNie_WHsBxGby-qh-wBUc4EZJ00eXupzbVjg_b9g_3s7azJ-mMMlQcxwlxJsUNhBKKWigoKoxDk8s4TcLJ8g7z2Lv9_Fm1jt7zYkXTsWymMV4ri2fbMliwHsVeylNm4whtHRtspIQNofaCsK6a5QmMnkIB51Wie5UUhC38hRnaj0UtrOaz-EZoG2VGN4whsLRMaNU_6PMhTUA2oZOolQN8jAaukJ3eonj-ADHtZ60p8_5CDng&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=Tok7bnb3HhRovsMT08u%2BKw%3D%3D&trackingId=AMmMFCFnmloYkdgfIZHSZw%3D%3D&trk=flagship3_search_srp_jobs,20 hours ago,India,Maharashtra,Mumbai,Full-time,15.0,"box, business",Class 4
34,HV InfoTech,SEo Trainee,Full-time,On-site,Information Technology & Services,30,755,https://www.linkedin.com/jobs/view/3444036486/?eBP=CwEAAAGF0usxpdHLQJqrlIODFO4GyI5HeaNP3EAzSce4HxV7ws_oCUCKkzTwBjC2kfWwggaHPW5vGcKuxC6ZPbDIEXapmWU4XzccJji9RS0IMaXHO2ykJtjXHcvW13civQHL5YVJzJ2USxUjXfG0zWM_ihAgXvX-aFcWUF6Qxz9V4O0JfKLDvAzB_UQ-G4dfuH1JxEJURSVca1O5yODDCeS5HaSkTcKseI14AS-AY_A4vRboTUM4FYzlck9A1vSmF2RbCDpJA3cRJt41ALH7IXOEp7vv5qKxK7rK0S44GHYwZpLOsWeJvzfuOy2IbTWdXhhxqm7-Hz3dEZLxgiNgmtE1bHsYY7xfbZvJw0-YB6_Osoye3DAmdaqJrxIQO8PrQ_e2dG4D7g&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=Tok7bnb3HhRovsMT08u%2BKw%3D%3D&trackingId=ibzfrCwMuEBpJHBHM4GKoA%3D%3D&trk=flagship3_search_srp_jobs,2 hours ago,India,Gujarat,Ahmedabad,Entry level,5.0,"marketing, medium",Class 1
37,H.S. Corporation,Sales Executive,Full-time,Remote,,Not-given,Not-given,https://www.linkedin.com/jobs/view/3444059289/?eBP=CwEAAAGF0usxpUCnmpHfdxOoyZCYFFFp3kl8a-SRgMCe_GHBtW2iG2be5Y6ySwD53hk4w9Yjr8qahQ1A5QzcjsZjGdIB03oVxBSQO2bWEqPSiz7coX4LpII95vcdFMsl76gvGzf4Vf11rg49fIZht1TEeOPwv89_xVoVVlmJ-_ggpnK12h6OeXuv0z7t6h0GkRBdTkkfUSpt-jIqs7aO_MX1pKu7OVCVhr5kwSvKry7_McxdlYNYDPnxXddgN1QTEpzw5RohBYwgfJjrwNADjTguZRbteHHQb2LpXwkp8gZT_wjbYkTll3yW419pyXe5eqXo4z5yp7uDsf1SSMsmJ_NL8N3wIgih84OjP75zdEO_Dc1oKSDv8E8LKDpABO1ELW1wAETP9nQB&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=Tok7bnb3HhRovsMT08u%2BKw%3D%3D&trackingId=G245IQW6njERNABCa0eu%2BQ%3D%3D&trk=flagship3_search_srp_jobs,1 hour ago,India,Rajasthan,Jaipur,Entry level,2.0,"marketing, business",Class 4
38,Wells Fargo,Associate Loan Servicing Representative,Full-time,On-site,Financial Services,10001,2081898,https://www.linkedin.com/jobs/view/3447713008/?eBP=CwEAAAGF0usxpc3XL3IMG8yeEW21ZcfOBF41MchqKE8c0RDIBVodjQ1tqdPN-ZHZVpgbkpJFljgpgitg31gd386Yp3gAtufcsAh2mxjtuxUR6WSMEkkdQ-lCicxvw5l3cAChPEMUNlENvid5ueVm2m7ZHtB8llzP_VvLn67cSIsb76tC_GEFixd5yJ_c6VKoX5D2-xJK9r3P452YyZP9NlE9nv5jjdIefrQQYsrDTFI_J9i-Xz1NTg2wZi-McBQh4dAhtD-yzSxbcoOBeTwbQ2YCHlX99UDCbLGHVwcR-fCXAvNa5BGmRUCztaG_ZY6aI97JXTssST2pEArFuUqYLA0ygkoR2f7gCJwTzk15LfSp65xXbeIRqRGW_lDbEkX0wwpkqSs7g1QV&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=Tok7bnb3HhRovsMT08u%2BKw%3D%3D&trackingId=RHGz7GazHWLAZkdhV7IJnA%3D%3D&trk=flagship3_search_srp_jobs,3 hours ago,India,Karnataka,Bengaluru,Associate,25.0,"support, monitoring, comprehension, documentation, business",Class 4
39,Wishup.co,Process Associate,Full-time,Remote,Management Consulting,350,38380,https://www.linkedin.com/jobs/view/3444027437/?eBP=CwEAAAGF0usxpbH53p0Bq3LM_GKYF5UPtoes0nlweIcj78bkBs-u_mmgzGxWTgWcebp08oWdtIiFZYkRqIVK0dIE-CDCYxXtVwG3dylpi6mCrQyU6MmYiP2Wt08cBWFEfEQ8T03dP8T6VM7oIAi82TP1alGHh7o06bq6n9TK0NuH16PqzXmUFinWttl92Wsd1zEKIKsj2spJOcEWyULEw91qDCliPu3EjA-xQyuL02GnfB6ZBLaD3ojdDF9Z2vRdRYbyLOl5r7Htqv4szzvICKS8um_G2AK6OBmKYZ7k3gNtMfUGKCfrBRNprwHoPXFHFnPRTEH4iD6CWgAF0WnO2MhJJ6to6qmiLRvwpE6_1DPE3ojNiNtcPhYJC0J8cJ933CCrc-ULQOiP&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=Tok7bnb3HhRovsMT08u%2BKw%3D%3D&trackingId=Bcq7TpmsBUvAJwBIzDMZpA%3D%3D&trk=flagship3_search_srp_jobs,3 hours ago,India,Maharashtra,Mumbai Metropolitan Region,Associate,13.0,"support, twitter, shopify, project management, medium, ecommerce, business",Class 1
40,Sutherland,SQL & Jasper Reports Developer,Full-time,On-site,Information Technology & Services,10001,503057,https://www.linkedin.com/jobs/view/3447647965/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=Tok7bnb3HhRovsMT08u%2BKw%3D%3D&trackingId=CFz%2B0fwIBfwcV5tD3WRQDg%3D%3D&trk=flagship3_search_srp_jobs,5 hours ago,India,Tamil Nadu,Chennai,Entry level,4.0,"support, software, design, server, data warehouse, framework, relational database, database, engineering, analytics, computer science, business",Class 1
41,IBM,Application Developer,Full-time,On-site,Information Technology & Services,10001,14946147,https://www.linkedin.com/jobs/view/3444032794/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=Tok7bnb3HhRovsMT08u%2BKw%3D%3D&trackingId=mU%2B9mNKbZv3rne5oPsIWSA%3D%3D&trk=flagship3_search_srp_jobs,1 day ago,India,Haryana,Gurgaon,Full-time,1.0,"support, design, documentation, shell, enterprise system, artificial intelligence, scripting language, ai, blockchain, database, collaboration, business",Class 2
42,IBM,Application Developer,Full-time,On-site,Information Technology & Services,10001,14946148,https://www.linkedin.com/jobs/view/3444032795/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=Tok7bnb3HhRovsMT08u%2BKw%3D%3D&trackingId=BX3RP1m9PqZQQ4jvQSWuDQ%3D%3D&trk=flagship3_search_srp_jobs,1 day ago,India,Haryana,Gurgaon,Full-time,Not-given,"support, design, documentation, shell, enterprise system, artificial intelligence, scripting language, ai, blockchain, database, collaboration, business",Class 2
43,IBM,Application Developer,Full-time,On-site,Information Technology & Services,10001,14946149,https://www.linkedin.com/jobs/view/3444038103/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=Tok7bnb3HhRovsMT08u%2BKw%3D%3D&trackingId=d%2FEm5PreSBgwBISYtOG01A%3D%3D&trk=flagship3_search_srp_jobs,1 day ago,India,Haryana,Gurgaon,Full-time,Not-given,"support, design, documentation, shell, enterprise system, artificial intelligence, scripting language, ai, blockchain, database, collaboration, business",Class 2
44,IBM,Application Developer,Full-time,On-site,Information Technology & Services,10001,14946149,https://www.linkedin.com/jobs/view/3444034685/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=Tok7bnb3HhRovsMT08u%2BKw%3D%3D&trackingId=aOXbXwf54y25i1v1rxFAmg%3D%3D&trk=flagship3_search_srp_jobs,1 day ago,India,Haryana,Gurgaon,Full-time,Not-given,"support, design, documentation, shell, enterprise system, artificial intelligence, scripting language, ai, blockchain, database, collaboration, business",Class 2
45,Genpact,Process Associate - Invoice to Cash-BFS025385,Full-time,On-site,Information Technology & Services,10001,2433478,https://www.linkedin.com/jobs/view/3425945905/?eBP=CwEAAAGF0uxU6DSL_ieiW3i6YgNR7jCqZfpzyouvPjuStqRVq7j-6hpI8KHnxX3vIKtXShjXusesAhMs22UwSMjVrctXOiaZSv2SGn8pztunTVhY1aYL3EH6oYsCu-DZ8eQ14o60QBWh4aQfBPesp-0GOMYHC02n2EQcbZj454xOfFfL6HUUX6Fjrq2VQKeCdUouhUw4FDbi3pcKIveUeSmubl0rtg9R7bhIUE3LAAfNEWtEdf66AM8Mgqa6Tis1ce_ck29KuSx3QLqJjmiX2CQHy9TNMICTYi1or6SKpzBm8_KXiya8k2yJ9acHwQ4ca9td9xFR6tGKJFE08WDmtJbW8ba3KRwCsDkj3apy_aDCldz7T7htRxB5-Z51vntPZNhYhMY&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=%2FEYC9UN3iNl6ofK1lVYdBg%3D%3D&trackingId=qpEbukHqlvqJc85pEzBXKw%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Haryana,Gurugram,Entry level,200.0,"commerce, twitter, schedule",Class 4
46,Appen,Search Engine Evaluator,Part-time,Remote,Information Technology & Services,750,894577,https://www.linkedin.com/jobs/view/3426213119/?eBP=CwEAAAGF0uxU6KSwzfHJZ0QEb9Gd9V48MqM_jxVZUJBTN7zPx7XfYkumR9_SBFiH4w4hPbf_xyfMRdTjYJ-dhvfriqDZ-BAPY7YABvgOd9sE3IpPkpnWwUgPuac9oVx9RGMRdH0sIT-R1wOcJPjO_E9YEGWn3KNncAtp-e0hH8GWpOmwm77ssejoWTQTC8XUGW6rxROmYk85n8A-HIMfnUggXn7MM6ndfFCKspfmxS5VIBkVYIZxDBYtVNHHeMCwZ9FqGc0tvFVRvJx4gdsP7qKs38Ibc42i0fddsG1H_vgxZYPmN_NSNnWl0Qv7l4BccmWUi4XdC5DLw8tbmJ4--vR-lt4rxwCiDg&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=%2FEYC9UN3iNl6ofK1lVYdBg%3D%3D&trackingId=WaTHg6WGRTNRTn1rA%2Fstkw%3D%3D&trk=flagship3_search_srp_jobs,1 week ago,India,Delhi,any,Entry level,74.0,"specification, artificial intelligence, search engine, ai",Class 1
47,Siemens,Customer service professional,Full-time,On-site,Industrial Automation,10001,5928581,https://www.linkedin.com/jobs/view/3442982201/?eBP=CwEAAAGF0uxU6GL9rcP512fZAL_EEpFH5Ne4qVQc3QpcvdGXSc7uRBSA76n2VxeDhd3A0lwPeJ7uOFIMsh3VsX9iC-Nzh_DHH6V4MFf1-azG4EywE3IdilqziOKEWY1FCx59Hqx2ztxwCJnB5UrWDCQwbvaqL42WmvfEh93tdV-6LKMEov2NR0I5KPoY7nN1Mvy3C5oha5s-A33dvuNiXcH-NuMo9ZuQ0UwsEV2fNHBBnJUdBAbItVZpthPS_oMKoJJqWiykkFrj91k_vijIH0bmJs-sp9Rt9hxQoTPmaqncVNtLcCzYvFXO7NcHWQQVDKqc9MrpOEBVBD0gQS_WbmtIwmhoSUIWZykkvCO1_eGpr1SBQT2FflOdAhY6Sh9F06SoOpGoxA&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=%2FEYC9UN3iNl6ofK1lVYdBg%3D%3D&trackingId=K4TPJN37TCGAYriy1cuwuA%3D%3D&trk=flagship3_search_srp_jobs,16 hours ago,India,Maharashtra,Thane,Mid-Senior level,29.0,"security, material, component, monitoring, medium, business",Class 4
48,RC Project Consultancy (RCPC),Sales Coordinator,Full-time,On-site,Civil Engineering,6,6286,https://www.linkedin.com/jobs/view/3444039562/?eBP=CwEAAAGF0uxU6JYE9xZk4dpLfxrCeaNEE4iTHIPhiq6ZHnvMJERHqa-n5hqLFkQS_AjebUv9qoQNbSx6OFHhfUiZFnXDuZ_SyG8ZlBm9wAAV_99lbDE14sb2O00a0Wg6YB9-bgIUOZktkzKf27aYbpqUCKOSXu0F_9rCtZ2WbBKduRbnYxOEOLD-GVQcESZIy3cofPC490oZ4wzBNKm7DBMdEjfcqUFdTS2-XCRvvpflVM9dhoUIGiyWUKBobhbYJfNocxsGJcnz6EsSkHWfWiZvsw5w_zgGHLWmV5E7tAyMol08gfZ458X5tUWAhTZcfBkS4y1xfYH-VlzXq9RpgS8t5zA1q7pU6peLc700rvbRUK4QswqSWiXJbgvPDpXWR9NPiWu1Tqgs&refId=%2FEYC9UN3iNl6ofK1lVYdBg%3D%3D&trackingId=gT9qlUIN9O6cfHLhYknEcQ%3D%3D&trk=flagship3_search_srp_jobs,2 hours ago,India,Maharashtra,Pune,Entry level,11.0,"support, schedule, material",Class 1
49,IBM,Application Developer,Full-time,On-site,Information Technology & Services,10001,14946152,https://www.linkedin.com/jobs/view/3444033726/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=%2FEYC9UN3iNl6ofK1lVYdBg%3D%3D&trackingId=P2MUm%2BVsI%2F7cEco9bRK%2BCA%3D%3D&trk=flagship3_search_srp_jobs,1 day ago,India,Haryana,Gurgaon,Full-time,Not-given,"support, design, documentation, shell, enterprise system, artificial intelligence, scripting language, ai, blockchain, database, collaboration, business",Class 2
50,Inventionyard,Human Resources Trainee,Full-time,On-site,Human Resources,125,225,https://www.linkedin.com/jobs/view/3444033837/?eBP=CwEAAAGF0uxU6NuC-dN6hjmzXJesUcTY5EvLuY5a3ViCb3kdxx7FW2QFopb_gplHZLRfnDTl11Jb22qsSO9EsARm_BDez18bnBB7WwdsbN8br5cyNHZM9AujBsRGOLYtSxpjs_jfv9vFNEfVCG6g1ipiOvZhMm9NEs3Vj2DuEbGAj8fVQ5u7UdE3Cy5we96F2ct_Km71kkvubjsGjJhywdjFVg-UWJsh4PJWg3P2OM88z3PSYDqUmNpKufWoXum_o9xGYCeg15ldmbvqozb5dcH1lNuVoKcGVq8P4pDo2BECVxacMfdiDQv3Bb9J0ZaQtX9-m86ccXXgKQAb1-GYET_1vtay1Uk9SAZ4vWsA0SoHhEjnCPlayOFaiwNxqvqtnulFUI4Frw&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=%2FEYC9UN3iNl6ofK1lVYdBg%3D%3D&trackingId=HPxwMBq4bm7xzQipQfGz2g%3D%3D&trk=flagship3_search_srp_jobs,2 hours ago,India,Telangana,Hyderabad,Entry level,54.0,mode,Class 1
51,Accenture in India,Service Management Analyst-Reporting,Full-time,On-site,Information Technology & Services,10001,1551676,https://www.linkedin.com/jobs/view/3447612670/?eBP=CwEAAAGF0uxU6DmwL1g6_Jz80jZDy7A0Ziv325L66fO8AcGOtprwr9n2vUjH7116BfulqEDelDe59jQFV0jzD1FNhB1ixTpzkuY0hJL6131SMZLPEqhgDGQsVRWjCiOeiopsoOaVZqVBwEB4CEgo2-Dv1Fi_bWb1_alptDLAF3iJuXkXgFpWtEfAvKhzPlXUow0qoPiCOKUnQx3ExnMpAYoykIUQ-rZ39-Zb3PjMuPgQ_jzuR5jPQ5xJM5NJ6PiILs1dozjanAHk5R1zHpF0Rk4VBwjDx_ApbwRqi733JyeXN_341I0Px1KJMMYJlWqH-voFaq5FxTBTTIkDdZiXkDV2YMP91ePY8VmUwYjBh8flOuVmtCilpIf_j8Us0klakfuXejc&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=%2FEYC9UN3iNl6ofK1lVYdBg%3D%3D&trackingId=HRdBVtpY3otq2dqfUtifSw%3D%3D&trk=flagship3_search_srp_jobs,6 hours ago,India,Uttar Pradesh,Noida,Entry level,6.0,"security, server, design, data management, query language, mysql, relational database, user interface, database, interaction, business",Class 1
52,Citi,Asset Servicing Rep - C05,Full-time,On-site,Financial Services,10001,3963291,https://www.linkedin.com/jobs/view/3443468595/?eBP=CwEAAAGF0uxU6J-kRmlkhWPP_STQC-UYBplgJNG0V7o5QSLOZ1NMNPKGcEsBc2j8f0S1oQDUD6vfadaNEgfHjxxdTnQ2lpfTyojRMH-stILWd_nbZZaGcas5Qdrok9NbILtEkRuNUZA9huCbllhaVzrl0hEmwVZ93KYZBNujjFvCbRTqKLJ-0Ay3HTBudCpN3GqKYUrk6WBGAegm_HaZjZfhLGLRnHzVG5Vf4ILNQi4puWmWzlKlPWdGL9-JzgeMKfXvEFYhtxmCdZQBSUetYeoasn937WHQbB2C6SULYzQ4RAXphCpgCB7Tmh8bzlA1z5GtoTneJZp1t4opWd9HF6iyCLy8wL2mEicXhAC1-QntgrTU_VrQzbXnSkTeG-4Y5fNulyU2npA_&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=%2FEYC9UN3iNl6ofK1lVYdBg%3D%3D&trackingId=APCoaApT2Vpvefeou4mYxg%3D%3D&trk=flagship3_search_srp_jobs,21 hours ago,India,Maharashtra,Pune,Full-time,8.0,"support, security, business",Class 4
53,Wishup.co,Quality Analyst,Full-time,Remote,Management Consulting,350,38380,https://www.linkedin.com/jobs/view/3444029294/?eBP=CwEAAAGF0uxU6E16JyF0NYqWXRaLApROOOdTrJdl-L3DcKWF9Ajzd7Tw2MQH6dLipcSLryEpj-l0B1om_3Mifc5f5d3t-jYE-9IysqGK76boqan6lg-q1dTnH7BqZ2e7IYllQEOVqHhBZWhCt29CujVtNjy2iBEsy2FQ-Ea_BVU1OKwX40dfjTfymSPpO_pCCnTSp-zXJ6dHU_Mk9WgiegnSg8rOAr0IBue9NIxpWFG-Q_XLUQ-l_ccRG_cAx8up3FKb3Mwb_xDY4Fe4B_infyi7QacEYcnPfGbTQMgJsV1FJhZWvgPLDlkxuv_J5_8DeFCqSM76-yTN4Wg341cljPAKwjeSL-Fr9ep2HKkoEMKO4Qmh_kvnAQ9Q5ky0nKJMLYg_bHCloQ&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=%2FEYC9UN3iNl6ofK1lVYdBg%3D%3D&trackingId=BrawGKx8V221W7djKqWzEg%3D%3D&trk=flagship3_search_srp_jobs,3 hours ago,India,Maharashtra,Mumbai Metropolitan Region,Associate,36.0,"support, twitter, shopify, project management, medium, ecommerce, business",Class 1
54,PayPal,Software Engineer 1 – 2023 Graduate,Full-time,Not-given,Computer Software,10001,1199595,https://www.linkedin.com/jobs/view/3442948158/?eBP=CwEAAAGF0uxU6A3DUX39DUC_AESLJ2DwYPpU3Wm_fB8K2A6eLYlr63MmgeFQid0K1c5y4wN0mL-S875oeYgZQHXKOW6FImZHQMjS1xt3L6Jpw18LvwPxX_c-qNO_Mr4uAtKXdGK28gnF2l4gXhi_k-q8maoRbdm8_3j1GpxODkBASae8uCAwBnAuoNLRvAz79WgGlzaqfwU-sfpuau-w4BcY6ukzcA9XFVGpuze1mq4P26Wg6APVI_dAZyu4pQizr1aYNQ-oylahIOxzo1IspU2wluh-WximjNPREtdpsg93ksX9wLJdfGPU81xVeYjEDFpF37qJWKkinyWAP4rOj0fOWsa_Sb7zvcyb6y9aAmfuJDtVs1F_BIKCn-IO4GnmKZZb9oO2Biks&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=%2FEYC9UN3iNl6ofK1lVYdBg%3D%3D&trackingId=%2F1p4zBWIilGR2V8afUX%2Bpw%3D%3D&trk=flagship3_search_srp_jobs,19 hours ago,India,Tamil Nadu,Tondiarpet,Full-time,200.0,"front end, web service, design, scalability, business, commerce, react, big data, python, paypal, engineering, software, computer science, braintree",Class 1
55,IBM,Application Developer,Full-time,On-site,Information Technology & Services,10001,14946156,https://www.linkedin.com/jobs/view/3444039095/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=%2FEYC9UN3iNl6ofK1lVYdBg%3D%3D&trackingId=AO38Jpt%2BrbJoec7BH4%2FVGA%3D%3D&trk=flagship3_search_srp_jobs,1 day ago,India,Haryana,Gurgaon,Full-time,Not-given,"support, design, documentation, shell, enterprise system, artificial intelligence, scripting language, ai, blockchain, database, collaboration, business",Class 2
56,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Class 4
57,Mastercard,Lead Database Engineer,Full-time,Hybrid,Information Technology & Services,10001,1174219,https://www.linkedin.com/jobs/view/3445248578/?eBP=CwEAAAGF0uxU6IlZCKlH1iXB26A_zJo2iTAL6kRF0avjzJKATMZSfuIBrT2uPmLx-pIJCAfySSY8hR7HRJRDA47LeD420fy_1-P_pGs3ML0lYV2krZJTMRrWX5CeXaHKrqVVJnu6dHHd8e_HLuOtsnRvX9zTa4JyUOLmFv4as4feUMMdVrr6_UIR4t5afkRUuxs72onQRWulrqAbcLzvLCwhc6HxDqPjNMngnJjp0HXyADHJ6xv-iTYBo8EFaJh5-saM2YS-kLHAvgUhu9-lQCP777OU_B0W5jbjRivh75ubNkXPoOOfjHwtB1WxlQzATfF8PW3jCim10MfJvCuh4wB1JP3Q4ztnfCoqUHi-SsbR42WJfdTEGboJrpTSPUNUJXtU_RqD1g&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=%2FEYC9UN3iNl6ofK1lVYdBg%3D%3D&trackingId=qAsUCwYYjKbDys9NseJXAg%3D%3D&trk=flagship3_search_srp_jobs,7 hours ago,India,Maharashtra,Pune,Mid-Senior level,5.0,"support, data model, security, server, nosql, mongodb, design, redis, high availability, business process, database, business",Class 1
58,NewsFirstKannada,Debt Collector,Full-time,On-site,Broadcast Media,350,288,https://www.linkedin.com/jobs/view/3444032762/?eBP=CwEAAAGF0uxU6ESrg5f6Rn_C2YeYTufHRy3mZQ7RZf3g3u4y2q5KjLBjy8dlygtl-l49wLtJ7WeSvZTufLtBR2bZH25ildGOSbygjXwvVb4VmK97RJpHfRg_BukZPrJP-Qz28-cZL_r0fmtrpT8u6PKrrBpAoDOxE2CL5tbZbsnP-B6tRZQQfuQxGYbCrfIYjEemi9k41i579iDFOQHqEsL2he0hvGg2nwEDRQyU_8ZLkm3_mJITc0apgYnf51GXPCyKTtmDT5h4QUtO5nTPbKlxhqRmUZ2inbTHLxIbxHiL4TY3BlOfThKAPdXcSYuLlpgKN8nbfcjuJaAHKUhBJyc56WCyAPtukLxUcr8x8ZeOK_sz27Q-oU6aCM5nOzV79Tkw0gT0zJpE&refId=%2FEYC9UN3iNl6ofK1lVYdBg%3D%3D&trackingId=zdmoDIs%2FE%2FXYllpYdzZXKQ%3D%3D&trk=flagship3_search_srp_jobs,2 hours ago,India,Karnataka,Bengaluru,Entry level,18.0,database,Class 1
59,WebSenor®,Digital Marketing Executive,Full-time,On-site,Information Technology & Services,125,2304,https://www.linkedin.com/jobs/view/3444054649/?eBP=CwEAAAGF0uxU6CwFQeq6QNXVFF4CtwA4R4-SKOT7-X_5R60M2bHzklnSgnT6y6-4nlmncAEZVBenakmYp_2hUhGDchcJZEZ2iRZkEH1hLzj9TuliiQ3pDnEk680zHLymUExAAO6O6ANM76KO_V67WTmPcKqm-h49hkMIcy7Ecr-IyS7fymLTErTomiH67PaaXk0l_EJTjicMLQa553tuiLa-XngFzW8HnOZOkN47z9BNHT9kzerijfJHqU-bdKkMmA6EwiRXjUlnHftFVr-WkLlHR2erA_O_U-gshNCpaswMtVuvbVKiX-p3cgsmG1ZYRDfJEWtVF6fdGFKbTp3RGEr2QlxtfiRqnVte1dTl7Rn52111t92Ss-9mwiE8auPCsdxEWGQ53w&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=%2FEYC9UN3iNl6ofK1lVYdBg%3D%3D&trackingId=YZYA4byOydSjk5gk8S2Bvg%3D%3D&trk=flagship3_search_srp_jobs,1 hour ago,India,Rajasthan,Udaipur,Entry level,8.0,"design, marketing, medium, business",Class 1
60,BYJU'S,Business Development Associate,Full-time,On-site,E-learning,10001,1735595,https://www.linkedin.com/jobs/view/3444042445/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=%2FEYC9UN3iNl6ofK1lVYdBg%3D%3D&trackingId=7FA2bCwNmcBLi88tJqZ0jQ%3D%3D&trk=flagship3_search_srp_jobs,2 hours ago,India,Karnataka,Bengaluru,Full-time,1.0,"schedule, performance metric, business",Class 1
